driver_id,vehicle_class,max_load_kg,vehicle_type,total_requests,accepted_requests,rating,status,last_break_hours,hazmat_capable,harmful_substance_capable
D3862,카고,25000,윙바디,63,27,3.64,1,4.3,0,0
D3863,카고,12000,냉장,121,82,4.14,1,8.1,0,0
D3864,카고,1000,카고,128,96,4.76,1,9.3,0,0
D3865,카고,1000,냉장,182,121,3.61,1,2.6,0,0
D3866,카고,25000,카고,72,49,4.3,1,11.3,0,0
D3867,카고,12000,탑차,70,51,4.8,1,8.1,0,1
D3868,라보,550,라보,76,59,3.86,1,5.9,0,0
D3869,다마스,550,다마스,148,69,4.05,1,10.1,0,0
D3870,카고,2500,탑차,72,26,4.65,1,4.0,0,0
D3871,카고,18000,탑차,180,59,4.88,1,3.2,0,1
D3872,카고,25000,윙바디,179,66,3.89,1,10.5,0,0
D3873,카고,30000,탑차,176,91,3.98,1,6.5,0,0
D3874,카고,1000,카고,57,29,4.73,1,1.6,0,1
D3875,다마스,550,다마스,158,136,4.14,1,7.2,0,0
D3876,카고,1000,카고,75,31,4.44,1,7.0,1,0
D3877,다마스,550,다마스,149,64,4.69,1,10.3,0,0
D3878,카고,8000,카고,171,57,4.79,1,4.9,0,0
D3879,카고,18000,냉장,123,89,4.35,1,6.4,0,0
D3880,다마스,550,다마스,119,49,4.08,1,8.8,0,0
D3881,카고,3500,탑차,74,34,4.94,1,4.5,0,1
D3882,카고,1400,윙바디,130,59,3.88,1,1.9,0,0
D3883,카고,8000,탑차,112,107,3.53,1,8.5,0,0
D3884,다마스,550,다마스,137,104,4.61,1,0.8,0,0
D3885,라보,550,라보,120,90,3.76,1,4.3,0,0
D3886,카고,18000,탑차,112,110,4.9,0,4.6,0,0
D3887,카고,18000,탑차,91,65,4.6,1,8.8,1,0
D3888,다마스,550,다마스,106,100,4.34,1,1.1,0,0
D3889,라보,550,라보,168,64,3.83,1,3.3,0,0
D3890,카고,1400,탑차,191,120,4.95,1,9.3,1,0
D3891,카고,25000,탑차,141,98,4.05,0,7.4,0,0
D3892,라보,550,라보,71,48,4.05,1,9.9,0,0
D3893,카고,25000,윙바디,177,156,4.99,1,8.3,0,0
D3894,카고,3500,카고,185,107,4.47,1,2.0,0,0
D3895,카고,3500,냉동,183,154,3.97,1,9.0,0,0
D3896,다마스,550,다마스,91,45,3.9,1,7.2,0,0
D3897,다마스,550,다마스,108,54,4.42,1,11.3,0,0
D3898,카고,3500,냉장,125,78,4.8,1,0.8,0,0
D3899,카고,1000,윙바디,86,49,3.98,1,6.4,0,1
D3900,카고,8000,윙바디,180,176,4.6,1,9.9,0,0
D3901,카고,1400,냉장,186,100,4.84,1,9.2,0,0
D3902,카고,8000,탑차,179,135,4.85,1,2.5,0,0
D3903,카고,2500,탑차,87,73,3.87,1,7.0,0,1
D3904,카고,18000,냉장,92,43,4.83,1,10.6,0,0
D3905,카고,5500,냉장,162,76,4.88,1,2.2,0,0
D3906,카고,18000,냉동,59,44,3.79,1,5.9,0,0
D3907,카고,1000,윙바디,56,55,4.7,1,5.9,1,0
D3908,카고,1400,탑차,54,27,4.58,1,2.5,0,0
D3909,다마스,550,다마스,108,56,3.79,1,8.8,0,0
D3910,카고,30000,카고,160,84,4.52,1,6.1,0,0
D3911,다마스,550,다마스,148,86,4.95,1,6.4,0,0
D3912,다마스,550,다마스,87,61,4.03,1,10.5,0,0
D3913,카고,1000,윙바디,91,32,3.89,1,4.6,1,1
D3914,카고,30000,냉동,121,116,3.91,1,2.1,0,0
D3915,카고,18000,탑차,59,18,4.62,1,1.5,0,1
D3916,카고,3500,탑차,92,55,4.23,1,4.7,0,0
D3917,다마스,550,다마스,197,110,4.4,1,7.9,0,0
D3918,카고,8000,냉동,130,39,3.91,1,8.1,0,0
D3919,카고,30000,카고,115,103,4.99,1,3.2,0,0
D3920,카고,30000,냉장,122,85,4.93,1,11.1,0,0
D3921,카고,25000,카고,138,122,3.76,1,2.7,0,1
D3922,카고,1000,탑차,186,125,4.68,1,1.8,0,0
D3923,카고,1400,탑차,79,41,4.18,1,11.3,0,1
D3924,카고,25000,탑차,50,19,3.7,1,10.4,0,0
D3925,카고,25000,윙바디,119,103,4.41,0,8.8,0,0
D3926,라보,550,라보,137,122,4.12,1,12.0,0,0
D3927,카고,2500,카고,73,46,4.99,1,4.7,1,0
D3928,카고,12000,냉장,148,116,4.27,1,2.0,0,0
D3929,카고,5500,카고,73,62,3.65,1,2.3,0,0
D3930,카고,2500,윙바디,77,33,4.01,1,8.5,0,0
D3931,다마스,550,다마스,81,46,3.59,1,1.4,0,0
D3932,카고,2500,탑차,55,34,4.03,1,2.7,0,0
D3933,카고,3500,윙바디,90,58,3.94,1,3.1,0,0
D3934,카고,1400,카고,156,73,4.71,0,10.8,0,0
D3935,카고,8000,냉동,165,84,4.6,1,7.8,0,0
D3936,카고,30000,탑차,108,44,3.76,1,8.9,0,1
D3937,라보,550,라보,121,95,3.53,1,3.1,0,0
D3938,카고,18000,탑차,128,58,4.13,1,1.8,0,0
D3939,카고,18000,탑차,50,46,4.59,1,2.5,0,0
D3940,카고,1000,윙바디,198,168,4.85,1,0.6,0,1
D3941,카고,1000,탑차,193,106,3.86,1,11.3,0,0
D3942,다마스,550,다마스,54,46,4.12,1,9.6,0,0
D3943,카고,30000,카고,164,84,4.31,1,1.6,0,1
D3944,카고,25000,윙바디,190,65,4.56,1,7.0,0,0
D3945,카고,3500,윙바디,169,135,4.73,0,7.3,1,0
D3946,카고,18000,윙바디,125,89,4.77,1,7.0,0,1
D3947,카고,8000,탑차,121,66,4.24,0,1.3,0,0
D3948,라보,550,라보,69,32,4.82,1,6.6,0,0
D3949,카고,3500,카고,82,68,3.9,1,9.2,0,0
D3950,카고,1400,윙바디,120,66,4.56,1,9.6,0,0
D3951,카고,3500,카고,93,87,4.86,1,3.2,0,0
D3952,카고,30000,윙바디,139,44,3.81,1,1.2,0,0
D3953,카고,1000,탑차,117,47,4.44,1,7.7,1,0
D3954,카고,3500,윙바디,71,46,4.2,1,3.2,0,0
D3955,카고,25000,탑차,131,121,3.76,1,8.1,0,0
D3956,카고,30000,카고,109,60,3.98,1,0.6,0,0
D3957,카고,3500,냉장,164,163,4.86,1,4.7,0,0
D3958,카고,1400,탑차,171,67,3.65,1,3.8,1,0
D3959,카고,3500,냉동,114,96,4.06,1,8.3,0,0
D3960,카고,25000,윙바디,164,94,4.56,1,0.7,1,0
D3961,라보,550,라보,102,71,3.95,1,10.3,0,0
D3962,카고,12000,카고,165,69,4.39,1,8.9,0,0
D3963,카고,18000,윙바디,86,40,3.72,1,9.5,0,0
D3964,라보,550,라보,142,95,4.51,1,3.3,0,0
D3965,카고,1400,탑차,121,88,3.96,1,3.6,0,0
D3966,라보,550,라보,165,74,4.35,1,11.3,0,0
D3967,카고,5500,탑차,76,62,4.69,1,9.1,1,0
D3968,다마스,550,다마스,78,76,3.83,1,5.5,0,0
D3969,카고,30000,카고,69,68,4.57,1,2.3,0,0
D3970,다마스,550,다마스,185,109,4.08,1,3.2,0,0
D3971,라보,550,라보,73,61,3.71,1,7.4,0,0
D3972,카고,2500,카고,134,56,4.81,1,0.8,0,0
D3973,카고,30000,카고,64,33,4.66,1,7.9,1,0
D3974,카고,2500,탑차,132,47,4.27,1,5.0,1,0
D3975,카고,1000,냉장,162,120,4.51,1,1.2,0,0
D3976,카고,25000,카고,89,37,3.68,1,10.4,0,0
D3977,다마스,550,다마스,72,47,4.13,1,3.2,0,0
D3978,카고,1000,냉동,120,45,4.99,0,7.3,0,0
D3979,카고,8000,카고,84,82,4.94,1,3.9,0,0
D3980,카고,18000,카고,60,49,3.62,1,7.7,0,1
D3981,다마스,550,다마스,84,66,4.3,1,10.3,0,0
D3982,카고,25000,냉동,72,47,4.26,1,2.2,0,0
D3983,카고,1000,카고,153,71,4.92,0,2.3,0,0
D3984,카고,2500,탑차,109,86,4.79,1,11.8,0,0
D3985,라보,550,라보,107,82,4.96,1,2.2,0,0
D3986,카고,12000,카고,84,64,4.64,1,0.7,1,0
D3987,카고,1000,냉동,111,55,4.36,1,8.7,0,0
D3988,카고,25000,카고,54,30,4.07,1,7.0,0,1
D3989,라보,550,라보,139,59,3.56,1,11.1,0,0
D3990,카고,1000,윙바디,118,114,3.89,1,9.0,0,0
D3991,카고,12000,탑차,115,94,4.73,1,6.9,0,0
D3992,카고,18000,카고,79,77,4.46,1,11.5,0,1
D3993,카고,25000,카고,143,51,4.26,1,9.9,0,0
D3994,라보,550,라보,77,53,4.83,1,3.8,0,0
D3995,카고,2500,카고,104,81,4.48,1,0.9,0,0
D3996,카고,8000,카고,96,37,4.66,1,6.6,0,0
D3997,카고,30000,냉동,143,49,3.7,1,2.2,0,0
D3998,카고,30000,카고,62,49,4.3,1,11.7,0,0
D3999,카고,1400,탑차,63,50,4.07,1,11.2,0,0
D4000,카고,30000,냉장,107,46,3.66,1,7.4,0,0
D4001,카고,3500,카고,118,103,4.09,1,5.1,1,0
D4002,다마스,550,다마스,79,69,3.58,1,11.0,0,0
D4003,카고,3500,윙바디,105,79,4.39,1,1.3,1,0
D4004,카고,12000,냉동,131,46,4.82,1,0.7,0,0
D4005,카고,1400,탑차,85,65,3.96,1,9.0,0,0
D4006,카고,2500,탑차,167,135,4.14,1,5.1,0,0
D4007,카고,1400,탑차,105,83,4.91,1,4.1,1,0
D4008,카고,3500,냉장,123,52,4.2,1,2.5,0,0
D4009,카고,30000,냉장,54,16,4.31,1,6.1,0,0
D4010,카고,3500,탑차,144,134,4.74,1,5.6,0,0
D4011,카고,3500,카고,173,61,4.53,1,2.8,1,0
D4012,카고,8000,냉장,86,66,3.85,1,8.6,0,0
D4013,카고,1400,윙바디,110,60,4.65,1,2.8,0,0
D4014,카고,5500,윙바디,196,147,4.95,1,7.7,0,1
D4015,카고,18000,냉장,79,44,3.6,1,1.0,0,0
D4016,카고,8000,탑차,172,98,4.88,1,6.8,0,0
D4017,카고,12000,탑차,116,92,3.65,1,8.1,0,0
D4018,카고,25000,냉장,137,66,4.55,1,0.6,0,0
D4019,카고,2500,탑차,65,53,4.94,1,4.8,0,0
D4020,카고,12000,카고,131,50,4.31,1,7.5,1,0
D4021,카고,2500,탑차,63,54,3.59,1,7.4,0,0
D4022,카고,30000,냉장,184,137,4.52,0,11.7,0,0
D4023,카고,2500,냉동,194,67,4.29,1,7.6,0,0
D4024,카고,8000,냉동,92,90,4.94,0,6.7,0,0
D4025,카고,25000,카고,149,137,4.88,1,7.8,0,0
D4026,카고,30000,냉동,92,78,4.88,0,8.0,0,0
D4027,카고,2500,카고,137,116,3.74,0,4.2,0,1
D4028,카고,1000,냉동,132,128,3.61,1,12.0,0,0
D4029,카고,30000,윙바디,168,71,3.77,1,8.6,0,0
D4030,카고,5500,윙바디,68,25,3.89,1,8.2,1,1
D4031,카고,12000,탑차,110,91,4.22,0,8.3,0,0
D4032,카고,5500,윙바디,130,92,3.75,1,6.0,0,0
D4033,카고,3500,탑차,76,23,4.7,1,1.5,0,0
D4034,카고,30000,카고,106,51,4.29,1,4.1,0,0
D4035,카고,2500,윙바디,101,50,4.83,1,1.3,0,0
D4036,카고,5500,냉장,116,88,4.03,1,0.9,0,0
D4037,카고,12000,카고,181,176,3.71,1,6.0,0,1
D4038,카고,18000,탑차,182,114,4.73,1,0.8,1,1
D4039,카고,1400,카고,173,154,4.48,1,4.5,0,0
D4040,카고,2500,냉동,139,114,3.96,1,9.3,0,0
D4041,카고,12000,탑차,51,34,3.71,1,2.8,0,1
D4042,카고,8000,카고,178,130,3.93,1,1.3,0,1
D4043,카고,18000,탑차,135,128,4.1,1,9.1,0,0
D4044,카고,2500,냉동,176,61,3.69,1,10.6,0,0
D4045,카고,30000,탑차,147,123,4.6,1,10.3,0,0
D4046,카고,1000,탑차,155,51,3.98,1,9.2,1,0
D4047,카고,18000,탑차,118,82,3.96,1,5.0,0,0
D4048,다마스,550,다마스,157,127,3.86,1,4.1,0,0
D4049,카고,1000,탑차,146,130,4.9,1,4.3,0,0
D4050,카고,25000,냉동,86,65,4.07,1,4.9,0,0
D4051,카고,5500,카고,117,78,4.04,1,5.3,0,0
D4052,카고,8000,카고,144,50,3.64,1,4.5,0,0
D4053,카고,2500,냉동,85,54,4.81,1,6.4,0,0
D4054,다마스,550,다마스,176,139,4.06,1,10.4,0,0
D4055,카고,5500,냉장,167,137,4.92,1,8.4,0,0
D4056,카고,5500,카고,173,168,4.79,0,3.3,0,0
D4057,카고,2500,카고,134,110,4.45,1,3.7,0,0
D4058,카고,8000,카고,93,33,4.17,1,3.4,1,0
D4059,카고,5500,냉동,158,108,4.12,1,10.2,0,0
D4060,카고,2500,탑차,197,87,4.82,1,7.6,0,0
D4061,카고,18000,냉동,104,63,4.35,1,4.7,0,0
D4062,카고,1400,냉동,170,93,3.92,1,0.6,0,0
D4063,카고,30000,냉장,185,116,4.48,1,0.8,0,0
D4064,카고,1000,카고,88,35,4.49,1,8.9,0,1
D4065,카고,25000,탑차,197,144,4.26,1,9.4,1,1
D4066,카고,18000,탑차,173,164,4.75,1,8.5,1,1
D4067,카고,18000,카고,86,28,4.6,1,2.8,0,0
D4068,라보,550,라보,64,20,3.93,1,4.0,0,0
D4069,카고,5500,탑차,141,118,4.18,1,4.3,0,0
D4070,카고,25000,냉동,126,111,4.83,1,1.0,0,0
D4071,카고,5500,윙바디,141,65,4.1,0,8.7,0,0
D4072,카고,1000,냉장,157,54,3.81,1,8.1,0,0
D4073,카고,25000,카고,167,117,4.32,1,3.5,1,0
D4074,카고,1400,윙바디,59,18,3.67,1,6.8,0,0
D4075,카고,12000,카고,151,110,4.84,1,2.5,0,1
D4076,카고,25000,카고,148,59,4.44,1,4.0,0,0
D4077,카고,12000,냉동,64,56,4.71,1,5.4,0,0
D4078,다마스,550,다마스,175,126,4.64,1,10.4,0,0
D4079,카고,30000,냉동,136,119,4.55,1,9.0,0,0
D4080,카고,1000,냉장,80,34,3.91,1,9.5,0,0
D4081,다마스,550,다마스,161,127,4.96,1,6.5,0,0
D4082,라보,550,라보,164,108,4.88,1,4.6,0,0
D4083,카고,5500,탑차,64,24,4.07,1,9.3,0,0
D4084,카고,18000,윙바디,88,65,4.77,1,10.6,0,0
D4085,라보,550,라보,197,93,3.84,1,2.9,0,0
D4086,카고,12000,냉장,53,36,4.8,1,3.5,0,0
D4087,카고,1000,탑차,134,73,4.06,1,2.5,0,0
D4088,카고,3500,카고,187,73,4.45,1,11.0,0,1
D4089,다마스,550,다마스,175,101,5.0,1,4.5,0,0
D4090,카고,2500,윙바디,97,40,3.55,1,9.5,0,1
D4091,카고,1400,카고,197,165,4.95,1,4.8,0,1
D4092,카고,1400,카고,55,19,4.32,1,2.8,0,0
D4093,카고,5500,카고,92,71,4.05,1,9.8,0,0
D4094,카고,25000,카고,184,168,4.96,1,2.2,1,0
D4095,카고,2500,냉동,195,129,3.72,1,4.5,0,0
D4096,카고,25000,탑차,106,59,4.21,1,10.1,1,0
D4097,다마스,550,다마스,158,79,4.3,1,10.7,0,0
D4098,카고,18000,카고,144,56,4.56,1,3.6,1,0
D4099,카고,3500,윙바디,58,42,4.83,1,7.9,0,0
D4100,카고,1000,카고,68,44,4.94,1,7.1,0,1
D4101,다마스,550,다마스,157,87,4.15,1,1.3,0,0
D4102,카고,1000,카고,81,70,3.63,1,9.5,1,0
D4103,다마스,550,다마스,151,126,3.83,1,10.5,0,0
D4104,카고,5500,윙바디,59,35,4.54,0,9.4,0,0
D4105,카고,18000,윙바디,165,121,4.69,1,10.5,0,1
D4106,카고,12000,윙바디,133,54,3.97,0,5.6,0,0
D4107,카고,12000,탑차,133,73,4.66,0,4.2,0,0
D4108,카고,8000,카고,129,57,4.23,1,1.5,0,0
D4109,카고,25000,냉장,85,37,3.69,0,5.2,0,0
D4110,카고,30000,냉장,107,61,4.59,1,3.1,0,0
D4111,카고,5500,윙바디,107,68,4.3,1,2.1,1,0
D4112,카고,8000,카고,165,84,4.4,1,10.1,0,0
D4113,카고,12000,윙바디,169,92,4.21,1,2.1,0,0
D4114,카고,30000,윙바디,127,44,3.99,1,9.1,0,1
D4115,카고,25000,카고,154,138,3.83,1,3.4,0,1
D4116,카고,1000,탑차,162,117,4.15,1,1.1,0,1
D4117,카고,3500,카고,151,72,4.89,1,6.3,1,1
D4118,카고,5500,냉장,89,28,3.52,1,8.3,0,0
D4119,카고,2500,탑차,115,76,4.37,1,5.3,1,0
D4120,카고,18000,냉장,129,122,3.78,1,5.7,0,0
D4121,카고,1400,카고,175,142,3.92,1,0.9,0,0
D4122,카고,8000,탑차,138,99,3.72,1,5.0,0,1
D4123,카고,3500,냉장,181,56,3.66,1,1.0,0,0
D4124,카고,18000,카고,160,159,4.22,1,1.1,1,0
D4125,카고,1000,탑차,151,59,3.78,0,11.4,0,1
D4126,카고,3500,카고,71,63,4.27,1,1.7,0,0
D4127,카고,18000,냉동,117,74,4.4,1,8.1,0,0
D4128,카고,1400,냉장,135,131,3.64,1,5.9,0,0
D4129,카고,2500,냉동,91,83,4.96,1,6.5,0,0
D4130,카고,1000,윙바디,185,182,3.83,1,8.6,0,0
D4131,카고,30000,탑차,50,27,3.5,1,1.4,0,0
D4132,라보,550,라보,106,80,3.54,1,9.5,0,0
D4133,카고,12000,카고,146,145,3.92,1,7.9,0,0
D4134,카고,8000,탑차,161,72,4.06,1,2.6,0,0
D4135,카고,5500,탑차,181,149,3.68,1,8.7,1,0
D4136,라보,550,라보,70,51,3.71,1,11.8,0,0
D4137,카고,25000,탑차,65,22,4.71,1,7.1,0,0
D4138,카고,8000,카고,112,109,4.5,0,10.6,0,1
D4139,카고,2500,탑차,123,106,4.4,1,9.5,0,1
D4140,카고,8000,카고,149,77,4.84,1,11.3,0,1
D4141,카고,12000,윙바디,186,91,4.86,1,10.9,0,0
D4142,카고,30000,윙바디,152,63,3.72,1,6.2,0,1
D4143,카고,1000,윙바디,165,146,4.12,1,8.2,0,0
D4144,다마스,550,다마스,130,72,4.12,1,9.3,0,0
D4145,다마스,550,다마스,66,26,4.8,1,5.9,0,0
D4146,카고,5500,냉동,150,89,4.88,1,4.4,0,0
D4147,라보,550,라보,191,125,4.03,1,10.9,0,0
D4148,카고,2500,탑차,110,40,4.83,1,2.6,0,0
D4149,카고,1400,윙바디,65,27,3.8,1,6.3,1,0
D4150,다마스,550,다마스,127,78,3.7,1,9.2,0,0
D4151,다마스,550,다마스,59,45,4.04,1,2.3,0,0
D4152,카고,18000,탑차,128,126,4.58,1,10.4,0,0
D4153,카고,8000,탑차,105,70,3.7,1,5.4,0,1
D4154,다마스,550,다마스,77,27,3.67,1,10.2,0,0
D4155,카고,8000,냉동,87,51,3.87,1,3.7,0,0
D4156,카고,30000,카고,179,60,4.3,1,9.9,1,1
D4157,카고,25000,카고,117,78,3.53,1,1.1,0,0
D4158,카고,3500,냉장,106,65,4.6,1,3.7,0,0
D4159,카고,2500,카고,175,79,4.5,0,4.4,0,0
D4160,카고,12000,탑차,183,148,3.76,1,8.8,0,0
D4161,카고,2500,카고,65,32,4.47,1,8.0,0,1
D4162,카고,1000,탑차,55,23,3.95,1,11.1,0,0
D4163,카고,25000,카고,126,40,4.06,1,0.7,0,1
D4164,다마스,550,다마스,171,160,4.33,0,11.0,0,0
D4165,카고,30000,탑차,184,172,4.3,1,3.9,0,0
D4166,카고,5500,냉동,136,54,3.77,1,7.4,0,0
D4167,카고,1400,윙바디,79,51,4.74,1,10.3,1,0
D4168,카고,25000,카고,192,95,3.52,1,0.7,0,0
D4169,카고,5500,카고,54,52,4.41,0,7.5,0,1
D4170,카고,18000,탑차,186,125,3.64,1,3.6,0,1
D4171,라보,550,라보,160,153,3.8,1,0.5,0,0
D4172,카고,12000,카고,64,52,4.1,0,10.4,0,0
D4173,카고,3500,냉동,58,55,4.79,1,1.6,0,0
D4174,카고,1400,윙바디,105,77,3.7,1,7.1,0,0
D4175,카고,5500,카고,80,25,4.17,1,8.3,1,0
D4176,카고,25000,탑차,140,93,3.71,1,9.5,0,0
D4177,다마스,550,다마스,138,78,4.37,1,5.7,0,0
D4178,카고,1000,카고,117,35,4.84,1,5.0,0,0
D4179,카고,2500,카고,188,88,3.98,1,2.0,0,1
D4180,다마스,550,다마스,123,88,4.21,1,10.2,0,0
D4181,카고,30000,탑차,100,67,4.66,1,10.4,1,0
D4182,카고,3500,탑차,56,26,4.32,0,11.4,1,0
D4183,라보,550,라보,110,34,4.29,1,9.9,0,0
D4184,카고,8000,카고,185,148,4.59,1,5.9,0,0
D4185,카고,12000,냉장,132,50,4.48,1,4.6,0,0
D4186,카고,5500,냉동,183,65,4.34,1,1.9,0,0
D4187,카고,25000,냉장,104,70,4.17,1,11.9,0,0
D4188,카고,18000,윙바디,147,119,5.0,1,2.0,0,1
D4189,카고,1400,카고,183,109,4.21,1,10.5,0,0
D4190,카고,25000,카고,186,138,4.19,0,6.6,0,0
D4191,다마스,550,다마스,191,154,3.8,1,2.8,0,0
D4192,카고,5500,탑차,115,70,4.46,1,9.9,0,0
D4193,카고,18000,윙바디,163,148,3.8,1,9.4,0,0
D4194,카고,8000,탑차,69,55,4.09,0,6.6,0,1
D4195,카고,1400,윙바디,144,124,4.37,1,1.9,0,0
D4196,카고,25000,카고,177,92,4.45,1,4.3,1,0
D4197,카고,3500,냉동,143,79,4.52,1,10.8,0,0
D4198,카고,5500,탑차,132,62,4.3,1,7.2,0,0
D4199,다마스,550,다마스,191,88,4.43,1,4.5,0,0
D4200,다마스,550,다마스,170,117,4.19,1,8.6,0,0
D4201,카고,18000,카고,171,76,3.82,1,4.6,1,0
D4202,카고,25000,탑차,192,63,3.7,1,7.1,0,1
D4203,카고,30000,탑차,82,55,4.43,1,11.7,0,0
D4204,카고,1400,윙바디,150,49,4.65,1,7.1,1,1
D4205,다마스,550,다마스,199,187,3.92,1,5.0,0,0
D4206,카고,2500,윙바디,51,28,4.57,1,5.7,0,0
D4207,카고,18000,탑차,93,64,4.95,1,5.0,0,0
D4208,카고,8000,탑차,90,66,3.81,1,2.9,0,0
D4209,라보,550,라보,70,54,4.8,1,1.0,0,0
D4210,라보,550,라보,165,120,4.32,1,0.8,0,0
D4211,라보,550,라보,59,45,3.82,1,1.4,0,0
D4212,카고,3500,탑차,66,29,3.98,1,10.2,0,0
D4213,카고,25000,탑차,59,25,4.83,1,2.3,1,1
D4214,다마스,550,다마스,63,41,4.51,1,11.1,0,0
D4215,카고,12000,탑차,90,29,4.05,1,4.2,0,0
D4216,라보,550,라보,141,71,3.71,1,8.8,0,0
D4217,카고,25000,카고,65,48,4.8,1,10.1,0,0
D4218,카고,1400,탑차,75,57,3.62,1,11.0,0,1
D4219,카고,5500,윙바디,55,29,4.57,1,8.0,0,0
D4220,카고,1400,윙바디,80,77,3.67,1,9.2,0,0
D4221,카고,5500,카고,106,81,3.7,0,9.9,0,1
D4222,카고,30000,탑차,149,51,4.34,1,11.3,0,0
D4223,카고,1000,탑차,191,132,3.78,1,4.2,0,1
D4224,카고,5500,카고,107,91,4.95,1,3.4,0,0
D4225,라보,550,라보,192,63,4.07,1,5.3,0,0
D4226,카고,1000,카고,146,72,4.97,1,2.0,0,1
D4227,라보,550,라보,92,32,4.1,1,11.2,0,0
D4228,카고,1000,탑차,147,46,4.82,1,11.4,0,0
D4229,다마스,550,다마스,81,61,4.75,1,5.3,0,0
D4230,카고,30000,카고,107,72,4.95,1,11.5,0,0
D4231,카고,12000,냉동,66,21,4.92,1,5.3,0,0
D4232,라보,550,라보,142,75,3.89,1,3.2,0,0
D4233,라보,550,라보,93,56,3.98,1,10.3,0,0
D4234,카고,1000,탑차,159,131,4.99,1,2.0,0,0
D4235,카고,3500,윙바디,182,84,4.83,1,2.4,0,0
D4236,카고,2500,윙바디,145,43,4.0,1,10.0,1,0
D4237,카고,1000,탑차,189,112,4.59,1,8.8,0,0
D4238,카고,3500,카고,109,75,4.07,1,12.0,1,1
D4239,라보,550,라보,63,54,4.12,1,2.8,0,0
D4240,카고,5500,탑차,70,24,4.97,1,0.6,0,0
D4241,카고,30000,탑차,174,141,3.97,1,2.4,0,0
D4242,카고,5500,냉동,124,120,4.16,1,11.3,0,0
D4243,카고,25000,냉장,131,97,3.97,1,5.1,0,0
D4244,카고,2500,냉동,194,105,3.75,0,0.7,0,0
D4245,카고,1000,냉장,172,142,4.84,1,4.6,0,0
D4246,카고,8000,카고,190,98,4.33,1,6.9,1,0
D4247,카고,25000,탑차,135,49,3.73,1,3.8,1,0
D4248,라보,550,라보,60,21,4.24,1,11.4,0,0
D4249,카고,30000,카고,146,101,4.56,1,10.9,1,0
D4250,라보,550,라보,167,88,3.8,1,5.0,0,0
D4251,카고,12000,윙바디,147,61,3.75,1,4.3,0,0
D4252,카고,18000,탑차,162,109,4.52,0,8.0,0,0
D4253,카고,2500,탑차,186,60,4.99,1,6.0,0,1
D4254,카고,2500,카고,117,81,4.34,1,2.1,0,0
D4255,다마스,550,다마스,106,33,3.84,1,1.9,0,0
D4256,다마스,550,다마스,150,125,4.41,1,2.7,0,0
D4257,카고,8000,카고,115,47,4.8,1,6.6,0,0
D4258,카고,1400,탑차,151,130,4.23,1,7.5,0,0
D4259,카고,8000,카고,158,157,3.67,1,11.3,0,0
D4260,카고,1400,탑차,148,130,4.41,1,6.5,0,1
D4261,카고,30000,윙바디,65,64,3.68,0,9.9,0,0
D4262,다마스,550,다마스,65,43,3.99,1,1.2,0,0
D4263,카고,1400,탑차,132,99,3.5,1,11.0,0,0
D4264,카고,12000,윙바디,113,43,4.95,1,9.3,0,1
D4265,카고,1400,카고,58,49,4.46,1,11.0,0,0
D4266,카고,30000,냉장,107,35,4.22,1,1.7,0,0
D4267,카고,2500,카고,63,56,4.17,1,5.5,0,1
D4268,카고,18000,탑차,86,46,4.55,1,5.1,0,0
D4269,카고,1000,탑차,186,185,4.6,1,4.0,0,1
D4270,카고,1400,카고,69,28,4.18,1,2.9,0,0
D4271,카고,1000,윙바디,129,65,4.73,1,6.7,0,0
D4272,다마스,550,다마스,61,27,4.53,1,6.3,0,0
D4273,카고,1400,윙바디,191,160,4.14,1,8.0,0,0
D4274,카고,1400,냉장,69,58,4.26,1,8.4,0,0
D4275,카고,12000,탑차,115,105,4.1,1,2.8,0,0
D4276,카고,2500,냉장,160,58,4.81,1,4.2,0,0
D4277,카고,3500,윙바디,64,31,4.3,1,4.6,1,0
D4278,카고,1400,윙바디,100,55,3.67,1,11.0,0,0
D4279,카고,18000,윙바디,55,21,3.75,1,7.8,0,1
D4280,라보,550,라보,146,65,4.96,1,1.0,0,0
D4281,카고,8000,탑차,176,81,4.07,1,2.7,0,0
D4282,카고,1000,냉장,199,185,4.55,1,9.5,0,0
D4283,카고,1400,윙바디,108,96,4.36,0,7.7,1,1
D4284,카고,25000,카고,94,65,4.41,1,8.7,1,0
D4285,다마스,550,다마스,94,52,4.8,1,10.1,0,0
D4286,카고,5500,냉동,174,102,4.88,1,3.2,0,0
D4287,카고,12000,카고,142,64,3.87,1,7.8,0,0
D4288,라보,550,라보,78,53,3.55,1,9.9,0,0
D4289,카고,18000,카고,54,50,4.33,1,7.9,0,0
D4290,카고,8000,냉장,104,60,4.42,1,9.1,0,0
D4291,카고,18000,카고,66,48,3.55,1,0.8,0,0
D4292,카고,12000,카고,125,55,4.74,1,6.7,0,1
D4293,카고,8000,탑차,96,38,4.13,1,7.3,0,0
D4294,카고,1000,카고,194,177,4.88,1,11.6,0,0
D4295,카고,5500,탑차,99,97,4.12,1,2.9,0,0
D4296,카고,8000,카고,149,114,4.54,1,4.6,0,0
D4297,카고,1000,윙바디,115,51,3.98,1,5.5,0,1
D4298,라보,550,라보,190,171,4.46,1,11.1,0,0
D4299,카고,3500,카고,129,42,4.87,0,2.3,1,0
